"PVWatts: Hourly PV Performance Data"
"Requested Location:","sioux falls"
"Location:","Lat, Lon: 43.49, -96.74"
"Lat (deg N):","43.49"
"Long (deg W):","96.74"
"Elev (m):","447.35998535156"
"DC System Size (kW):","500"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.104"
"Capacity Factor (%)","15.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","30","6","0","14","7","0","13.261","3.268","6278.927","3613.604"
"3","30","7","264","101","8","0","172.95","12.413","71705.094","67673.383"
"3","30","8","480","151","10","2","396.541","19.485","168606.891","161966.578"
"3","30","9","638","167","12","3","621.381","26.266","262424.313","252593.141"
"3","30","10","361","300","13","4","622.801","26.441","265245.344","255308.109"
"3","30","11","26","290","14","5","309.488","19.743","136230.969","130539.891"
"3","30","12","6","181","14","5","180.702","16.7","80656.664","76413.25"
"3","30","13","0","121","13","6","115.791","14.056","52302.531","48709.234"
"3","30","14","0","124","12","5","118.688","13.136","53831.715","50204.883"
"3","30","15","0","70","11","5","66.529","11.102","30447.867","27314.863"
"3","30","16","0","15","10","5","14.213","8.971","6565.958","3895.334"
"3","30","17","0","7","9","4","6.622","7.535","3078.398","471.749"
"3","30","18","88","21","7","3","25.677","5.778","10240.137","7501.139"
"3","30","19","0","0","7","3","0","7","0","0"
"3","30","20","0","0","7","4","0","7","0","0"
"3","30","21","0","0","6","3","0","6","0","0"
"3","30","22","0","0","5","2","0","5","0","0"
