"PVWatts: Hourly PV Performance Data"
"Requested Location:","sioux falls"
"Location:","Lat, Lon: 43.49, -96.74"
"Lat (deg N):","43.49"
"Long (deg W):","96.74"
"Elev (m):","447.35998535156"
"DC System Size (kW):","500"
"Module Type:","Standard"
"Array Type:","Fixed (open rack)"
"Array Tilt (deg):","20"
"Array Azimuth (deg):","180"
"System Losses:","14.08"
"Invert Efficiency:","96"
"DC to AC Size Ratio:","1.2"
"Average Cost of Electricity Purchased from Utility ($/kWh):","0.104"
"Capacity Factor (%)","15.9"	

"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"11","10","16","0","20","1","4","18.959","-0.145","9107.231","6389.423"
"11","10","17","0","0","0","2","0","0","0","0"
"11","10","18","0","0","0","2","0","0","0","0"
"11","10","19","0","0","-1","2","0","-1","0","0"
"11","10","20","0","0","-1","2","0","-1","0","0"
"11","10","21","0","0","-2","1","0","-2","0","0"
"11","10","22","0","0","-4","1","0","-4","0","0"
"11","10","23","0","0","-5","1","0","-5","0","0"
"11","11","0","0","0","-6","1","0","-6","0","0"
"11","11","1","0","0","-6","0","0","-6","0","0"
"11","11","2","0","0","-6","0","0","-6","0","0"
"11","11","3","0","0","-6","0","0","-6","0","0"
"11","11","4","0","0","-6","0","0","-6","0","0"
"11","11","5","0","0","-6","0","0","-6","0","0"
"11","11","6","0","0","-6","1","0","-6","0","0"
"11","11","7","238","13","-5","1","71.538","-5.399","27856.039","24775.268"
"11","11","8","170","69","-3","2","148.223","-0.732","67854.227","63911.754"
"11","11","9","224","127","-1","3","272.708","4.335","126225.789","120812.289"
"11","11","10","852","71","0","4","668.553","13.798","298092.438","286876.469"
"11","11","11","887","74","1","5","758.485","15.54","337659.031","324796.156"
"11","11","12","643","120","3","5","642.221","15.419","286546.844","275789.469"
"11","11","13","281","183","4","6","412.934","10.846","188057.188","180809.141"
"11","11","14","388","126","5","6","389.756","11.14","175361.172","168513"
"11","11","15","481","65","4","6","302.232","8.557","132315.094","126733.539"
"11","11","16","238","31","2","6","106.798","2.974","43979.047","40565.242"
"11","11","17","0","0","1","6","0","1","0","0"
"11","11","18","0","0","1","5","0","1","0","0"
"11","11","19","0","0","0","5","0","0","0","0"
"11","11","20","0","0","0","5","0","0","0","0"
"11","11","21","0","0","0","5","0","0","0","0"
"11","11","22","0","0","0","5","0","0","0","0"
"11","11","23","0","0","0","5","0","0","0","0"
"11","12","0","0","0","0","5","0","0","0","0"
"11","12","1","0","0","0","5","0","0","0","0"
"11","12","2","0","0","-1","5","0","-1","0","0"
"11","12","3","0","0","0","5","0","0","0","0"
"11","12","4","0","0","0","4","0","0","0","0"
"11","12","5","0","0","0","4","0","0","0","0"
"11","12","6","0","0","0","4","0","0","0","0"
"11","12","7","0","8","0","4","7.569","-1.553","3657.601","1040.39"
"11","12","8","112","69","0","3","121.07","1.121","55523.762","51859.617"
"11","12","9","0","107","0","3","106.644","1.086","50963.391","47399.32"
"11","12","10","25","159","1","3","177.17","3.82","83556.086","79242.82"
"11","12","11","8","163","2","2","168.634","5.25","79144.32","74937.086"
"11","12","12","7","164","3","1","168.786","7.018","78618.328","74423.648"
"11","12","13","31","172","4","0","204.518","11.652","93244.914","88693.711"
"11","12","14","114","150","4","0","237.022","13.367","106511.703","101623.359"
"11","12","15","22","87","3","0","102.222","7.251","47227.492","43744.25"
"11","12","16","0","23","2","0","21.96","0.117","10537.183","7792.613"
"11","12","17","0","0","1","0","0","1","0","0"
"11","12","18","0","0","1","1","0","1","0","0"
"11","12","19","0","0","2","2","0","2","0","0"
"11","12","20","0","0","2","3","0","2","0","0"
"11","12","21","0","0","2","2","0","2","0","0"
"11","12","22","0","0","1","2","0","1","0","0"
"11","12","23","0","0","1","2","0","1","0","0"
"11","13","0","0","0","0","3","0","0","0","0"
"11","13","1","0","0","0","3","0","0","0","0"
"11","13","2","0","0","-1","2","0","-1","0","0"
"11","13","3","0","0","-2","1","0","-2","0","0"
"11","13","4","0","0","-2","0","0","-2","0","0"
"11","13","5","0","0","-2","1","0","-2","0","0"
"11","13","6","0","0","-2","2","0","-2","0","0"
"11","13","7","179","11","-1","2","55.967","-1.59","21664.115","18706.105"
"11","13","8","639","42","0","1","296.643","7.686","124789.906","119415.641"
"11","13","9","805","57","1","1","514.326","16.96","221218.563","212869.484"
"11","13","10","880","65","4","2","670.064","22.084","287413.25","276621.813"
"11","13","11","518","149","7","3","567.536","20.806","247018.953","237756.672"
"11","13","12","353","188","8","4","484.821","18.371","213758.344","205664.078"
"11","13","13","227","186","9","4","368.005","16.618","163389.938","156907.844"
"11","13","14","316","133","8","4","344.762","14.846","152721.563","146556.734"
"11","13","15","69","90","7","3","127.008","9.252","57502.414","53794.367"
"11","13","16","9","27","5","3","30.72","4.222","14235.52","11421.029"
"11","13","17","0","0","5","4","0","5","0","0"
"11","13","18","0","0","4","4","0","4","0","0"
"11","13","19","0","0","4","5","0","4","0","0"
"11","13","20","0","0","3","5","0","3","0","0"
"11","13","21","0","0","3","5","0","3","0","0"
"11","13","22","0","0","3","4","0","3","0","0"
"11","13","23","0","0","3","4","0","3","0","0"
"11","14","0","0","0","3","4","0","3","0","0"
"11","14","1","0","0","2","4","0","2","0","0"
"11","14","2","0","0","2","4","0","2","0","0"
"11","14","3","0","0","1","4","0","1","0","0"
"11","14","4","0","0","0","4","0","0","0","0"
"11","14","5","0","0","0","4","0","0","0","0"
"11","14","6","0","0","0","4","0","0","0","0"
"11","14","7","0","0","0","4","0","0","0","0"
"11","14","8","608","41","1","4","282.253","5.619","119686.695","114450.594"
"11","14","9","746","61","4","5","484.697","12.549","212656.125","204599.156"
"11","14","10","371","151","6","5","423.51","13.693","189646.641","182347.688"
"11","14","11","382","180","7","5","491.694","15.932","218998.219","210725.406"
"11","14","12","23","181","8","5","199.842","11.323","91301.422","86798.508"
"11","14","13","21","163","8","4","178.872","10.789","81885.734","77612.789"
"11","14","14","165","146","8","3","262.464","13.131","117734.719","112550.953"
"11","14","15","52","87","7","2","115.987","9.092","52717.988","49115.598"
"11","14","16","0","25","5","1","24.479","3.766","11565.496","8801.587"
"11","14","17","0","0","4","1","0","4","0","0"
"11","14","18","0","0","4","1","0","4","0","0"
"11","14","19","0","0","4","2","0","4","0","0"
"11","14","20","0","0","3","2","0","3","0","0"
"11","14","21","0","0","3","1","0","3","0","0"
"11","14","22","0","0","2","0","0","2","0","0"
"11","14","23","0","0","2","0","0","2","0","0"
"11","15","0","0","0","2","0","0","2","0","0"
"11","15","1","0","0","1","0","0","1","0","0"
"11","15","2","0","0","1","2","0","1","0","0"
"11","15","3","0","0","0","4","0","0","0","0"
"11","15","4","0","0","0","5","0","0","0","0"
"11","15","5","0","0","0","6","0","0","0","0"
"11","15","6","0","0","0","5","0","0","0","0"
"11","15","7","0","0","-1","5","0","-1","0","0"
"11","15","8","0","9","0","5","8.513","-1.326","4109.621","1484.15"
"11","15","9","0","23","0","5","21.789","-1.049","10506.405","7762.413"
"11","15","10","0","48","0","4","45.548","-0.649","21926.215","18963.068"
"11","15","11","0","62","0","4","58.879","-0.296","28301.852","25212.133"
"11","15","12","0","109","1","4","105.391","1.785","50216.008","46668.191"
"11","15","13","0","96","2","4","92.413","2.602","43879.703","40468.012"
"11","15","14","0","118","2","5","117.759","2.998","55820.738","52150.023"
"11","15","15","0","76","1","4","76.035","1.257","36309.801","33056.82"
"11","15","16","0","20","0","3","18.965","-1.267","9153.014","6434.351"
"11","15","17","0","0","-1","2","0","-1","0","0"
"11","15","18","0","0","-2","2","0","-2","0","0"
"11","15","19","0","0","-3","2","0","-3","0","0"
"11","15","20","0","0","-4","1","0","-4","0","0"
"11","15","21","0","0","-5","1","0","-5","0","0"
"11","15","22","0","0","-5","1","0","-5","0","0"
"11","15","23","0","0","-5","1","0","-5","0","0"
"11","16","0","0","0","-5","1","0","-5","0","0"
"11","16","1","0","0","-5","1","0","-5","0","0"
"11","16","2","0","0","-5","1","0","-5","0","0"
"11","16","3","0","0","-5","0","0","-5","0","0"
"11","16","4","0","0","-5","0","0","-5","0","0"
"11","16","5","0","0","-5","0","0","-5","0","0"
"11","16","6","0","0","-5","0","0","-5","0","0"
"11","16","7","0","0","-4","0","0","-4","0","0"
"11","16","8","588","43","-2","0","273.278","6.733","115115.867","110001.875"
"11","16","9","415","96","0","1","343.519","10.433","153197","147018.219"
"11","16","10","836","56","1","2","622.148","17.343","272372.625","262164.719"
"11","16","11","572","130","2","3","584.397","16.212","259491.063","249769.578"
"11","16","12","557","138","3","3","585.452","17.11","259120.859","249413.172"
"11","16","13","668","95","3","3","589.819","17.218","259762.547","250030.938"
"11","16","14","786","52","3","3","530.806","15.813","231566.703","222857.297"
"11","16","15","98","86","2","2","140.845","5.798","64347.41","60485.246"
"11","16","16","23","25","0","2","31.913","-0.81","14718.606","11894.907"
"11","16","17","0","0","-1","2","0","-1","0","0"
"11","16","18","0","0","0","2","0","0","0","0"
"11","16","19","0","0","0","3","0","0","0","0"
"11","16","20","0","0","0","3","0","0","0","0"
"11","16","21","0","0","0","2","0","0","0","0"
"11","16","22","0","0","-1","1","0","-1","0","0"
"11","16","23","0","0","-2","1","0","-2","0","0"
"11","17","0","0","0","-3","0","0","-3","0","0"
"11","17","1","0","0","-3","0","0","-3","0","0"
"11","17","2","0","0","-2","0","0","-2","0","0"
"11","17","3","0","0","-2","0","0","-2","0","0"
"11","17","4","0","0","-3","0","0","-3","0","0"
"11","17","5","0","0","-3","1","0","-3","0","0"
"11","17","6","0","0","-2","2","0","-2","0","0"
"11","17","7","0","0","-1","3","0","-1","0","0"
"11","17","8","327","51","0","4","187.611","2.496","82057.25","77780.172"
"11","17","9","412","100","1","5","345.459","6.644","156623.984","150344.094"
"11","17","10","0","68","3","5","64.587","3.379","30566.104","27430.707"
"11","17","11","0","74","4","5","70.309","4.025","33182.453","29993.801"
"11","17","12","0","87","5","5","82.995","5.292","38957.332","35649.328"
"11","17","13","0","88","5","5","84.293","5.339","39558.68","36238.105"
"11","17","14","50","136","4","5","175.045","6.127","81445.766","77183.406"
"11","17","15","0","70","3","4","69.553","3.25","32934.238","29750.66"
"11","17","16","0","17","0","2","16.111","-1.547","7784.915","5091.719"
"11","17","17","0","0","-1","2","0","-1","0","0"
"11","17","18","0","0","-2","2","0","-2","0","0"
"11","17","19","0","0","-3","2","0","-3","0","0"
"11","17","20","0","0","-3","2","0","-3","0","0"
"11","17","21","0","0","-4","2","0","-4","0","0"
"11","17","22","0","0","-4","2","0","-4","0","0"
"11","17","23","0","0","-4","2","0","-4","0","0"
"11","18","0","0","0","-4","2","0","-4","0","0"
"11","18","1","0","0","-4","2","0","-4","0","0"
"11","18","2","0","0","-4","1","0","-4","0","0"
"11","18","3","0","0","-4","1","0","-4","0","0"
"11","18","4","0","0","-4","1","0","-4","0","0"
"11","18","5","0","0","-4","1","0","-4","0","0"
"11","18","6","0","0","-4","1","0","-4","0","0"
"11","18","7","0","0","-4","1","0","-4","0","0"
"11","18","8","654","37","-2","2","287.401","3.959","121511.023","116225.75"
"11","18","9","802","55","0","2","498.361","12.835","217521.266","209298.984"
"11","18","10","881","64","1","2","660.941","18.908","287160.031","276378.563"
"11","18","11","915","68","3","2","747.587","23.645","320082.75","307965.813"
"11","18","12","912","70","4","2","759.001","25.178","322969.781","310731.906"
"11","18","13","887","68","5","2","701.808","24.682","298111.594","286894.813"
"11","18","14","825","61","4","1","565.208","23.364","238133.813","229191.594"
"11","18","15","685","50","2","1","364.849","14.608","153356.734","147173.25"
"11","18","16","350","24","0","1","126.601","3.764","50058.184","46513.793"
"11","18","17","0","0","0","1","0","0","0","0"
"11","18","18","0","0","0","1","0","0","0","0"
"11","18","19","0","0","0","0","0","0","0","0"
"11","18","20","0","0","0","0","0","0","0","0"
"11","18","21","0","0","0","0","0","0","0","0"
"11","18","22","0","0","0","0","0","0","0","0"
"11","18","23","0","0","0","0","0","0","0","0"
"11","19","0","0","0","0","0","0","0","0","0"
"11","19","1","0","0","-1","0","0","-1","0","0"
"11","19","2","0","0","-2","0","0","-2","0","0"
"11","19","3","0","0","-3","0","0","-3","0","0"
"11","19","4","0","0","-3","0","0","-3","0","0"
"11","19","5","0","0","-3","0","0","-3","0","0"
"11","19","6","0","0","-3","0","0","-3","0","0"
"11","19","7","0","0","-2","0","0","-2","0","0"
"11","19","8","141","57","-1","1","121.593","0.389","55150.594","51494.695"
"11","19","9","456","86","0","0","349.856","13.05","153662.125","147469.672"
"11","19","10","500","119","2","0","474.668","21.519","204449.516","196667.422"
"11","19","11","887","67","4","0","723.737","32.607","296836.125","285670.5"
"11","19","12","879","72","5","0","740.49","35.621","299594.875","288318.469"
"11","19","13","859","68","5","1","680.657","27.922","284678.594","273994.5"
"11","19","14","805","60","5","0","550.826","29.3","225576.641","217076.766"
"11","19","15","673","48","3","0","356.491","19.954","146132.594","140159.484"
"11","19","16","355","22","1","1","123.254","4.596","48168.168","44664.672"
"11","19","17","0","0","0","1","0","0","0","0"
"11","19","18","0","0","0","1","0","0","0","0"
"11","19","19","0","0","0","1","0","0","0","0"
"11","19","20","0","0","0","1","0","0","0","0"
"11","19","21","0","0","0","1","0","0","0","0"
"11","19","22","0","0","0","1","0","0","0","0"
"11","19","23","0","0","-1","1","0","-1","0","0"
"11","20","0","0","0","-1","1","0","-1","0","0"
"11","20","1","0","0","-2","1","0","-2","0","0"
"11","20","2","0","0","-2","1","0","-2","0","0"
"11","20","3","0","0","-2","1","0","-2","0","0"
"11","20","4","0","0","-2","1","0","-2","0","0"
"11","20","5","0","0","-3","1","0","-3","0","0"
"11","20","6","0","0","-3","1","0","-3","0","0"
"11","20","7","0","0","-2","2","0","-2","0","0"
"11","20","8","194","54","0","3","136.307","1.484","60708.406","56928.609"
"11","20","9","123","115","1","4","194.99","3.968","90603.383","86117.742"
"11","20","10","378","138","3","4","416.784","11.051","188526.578","181263.516"
"11","20","11","211","189","6","5","365.045","12.433","165295.625","158755.984"
"11","20","12","397","167","7","6","497.185","14.986","222303.266","213916.781"
"11","20","13","323","161","8","6","410.949","14.645","183627.328","176520.172"
"11","20","14","255","129","7","6","301.586","11.593","135546.672","129874.828"
"11","20","15","426","61","6","6","266.667","9.825","115637.32","110509.477"
"11","20","16","170","23","5","6","78.166","5.436","31964.967","28801.158"
"11","20","17","0","0","4","6","0","4","0","0"
"11","20","18","0","0","4","6","0","4","0","0"
"11","20","19","0","0","4","6","0","4","0","0"
"11","20","20","0","0","3","6","0","3","0","0"
"11","20","21","0","0","3","5","0","3","0","0"
"11","20","22","0","0","2","4","0","2","0","0"
"11","20","23","0","0","1","3","0","1","0","0"
"11","21","0","0","0","0","3","0","0","0","0"
"11","21","1","0","0","0","2","0","0","0","0"
"11","21","2","0","0","0","2","0","0","0","0"
"11","21","3","0","0","0","1","0","0","0","0"
"11","21","4","0","0","-1","1","0","-1","0","0"
"11","21","5","0","0","-1","1","0","-1","0","0"
"11","21","6","0","0","-1","1","0","-1","0","0"
"11","21","7","0","0","0","0","0","0","0","0"
"11","21","8","0","51","1","0","51.716","-1.196","24952.467","21929.617"
"11","21","9","378","93","3","0","315.345","13.915","138223.016","132475.797"
"11","21","10","583","100","6","0","507.201","26.168","213384.328","205302.734"
"11","21","11","375","165","8","0","462.535","27.959","194606.844","187147.797"
"11","21","12","535","137","10","0","561.544","32.841","230655.578","221978.219"
"11","21","13","550","118","11","0","524.095","33.22","214063.719","205959.109"
"11","21","14","790","55","11","1","533.327","28.242","219313.688","211030.063"
"11","21","15","661","43","9","1","343.995","20.562","140318.797","134512.172"
"11","21","16","338","19","5","1","115.975","8.247","44511.621","41086.488"
"11","21","17","0","0","3","1","0","3","0","0"
"11","21","18","0","0","3","2","0","3","0","0"
"11","21","19","0","0","3","2","0","3","0","0"
"11","21","20","0","0","3","2","0","3","0","0"
"11","21","21","0","0","3","2","0","3","0","0"
"11","21","22","0","0","3","2","0","3","0","0"
"11","21","23","0","0","3","2","0","3","0","0"
"11","22","0","0","0","2","2","0","2","0","0"
"11","22","1","0","0","1","2","0","1","0","0"
"11","22","2","0","0","1","2","0","1","0","0"
"11","22","3","0","0","1","2","0","1","0","0"
"11","22","4","0","0","1","2","0","1","0","0"
"11","22","5","0","0","0","3","0","0","0","0"
"11","22","6","0","0","0","3","0","0","0","0"
"11","22","7","0","0","1","3","0","1","0","0"
"11","22","8","283","47","2","3","163.847","4.183","70938.328","66924.477"
"11","22","9","113","112","4","3","186.082","7.206","85282.734","80927.578"
"11","22","10","370","137","5","3","408.548","13.734","182540.703","175467.875"
"11","22","11","306","174","7","2","423.727","18.074","186795.5","179587.719"
"11","22","12","510","141","9","2","546.987","23.37","235066.016","226232.953"
"11","22","13","349","154","10","2","419.101","21.365","181495.641","174455.75"
"11","22","14","0","111","10","1","111.095","13.484","50309.594","46759.742"
"11","22","15","462","56","9","1","275.567","16.211","115719.5","110589.469"
"11","22","16","226","20","7","1","90.299","8.986","35560.191","32322.697"
"11","22","17","0","0","5","1","0","5","0","0"
"11","22","18","0","0","4","1","0","4","0","0"
"11","22","19","0","0","3","1","0","3","0","0"
"11","22","20","0","0","2","1","0","2","0","0"
"11","22","21","0","0","2","1","0","2","0","0"
"11","22","22","0","0","2","1","0","2","0","0"
"11","22","23","0","0","1","2","0","1","0","0"
"11","23","0","0","0","1","2","0","1","0","0"
"11","23","1","0","0","1","2","0","1","0","0"
"11","23","2","0","0","1","3","0","1","0","0"
"11","23","3","0","0","1","3","0","1","0","0"
"11","23","4","0","0","1","4","0","1","0","0"
"11","23","5","0","0","1","4","0","1","0","0"
"11","23","6","0","0","0","3","0","0","0","0"
"11","23","7","0","0","0","3","0","0","0","0"
"11","23","8","172","50","2","4","122.901","3.052","54342.594","50704.516"
"11","23","9","467","80","4","4","343.502","10.267","152235.016","146084.469"
"11","23","10","403","130","7","4","420.523","15.466","186262.547","179071.75"
"11","23","11","346","166","10","4","441.685","19.11","193667.359","186238.781"
"11","23","12","505","141","12","4","542.275","23.341","233043.656","224282.172"
"11","23","13","532","120","13","4","512.266","23.89","218734.703","210470.906"
"11","23","14","328","118","13","3","329.356","20.624","141637.406","135793.234"
"11","23","15","169","77","11","2","166.572","14.757","72210.211","68166.711"
"11","23","16","42","20","9","2","33.58","8.432","14403.69","11585.996"
"11","23","17","0","0","8","2","0","8","0","0"
"11","23","18","0","0","7","3","0","7","0","0"
"11","23","19","0","0","7","3","0","7","0","0"
"11","23","20","0","0","6","3","0","6","0","0"
"11","23","21","0","0","6","4","0","6","0","0"
"11","23","22","0","0","6","3","0","6","0","0"
"11","23","23","0","0","6","3","0","6","0","0"
"11","24","0","0","0","6","4","0","6","0","0"
"11","24","1","0","0","6","4","0","6","0","0"
"11","24","2","0","0","6","4","0","6","0","0"
"11","24","3","0","0","5","4","0","5","0","0"
"11","24","4","0","0","4","4","0","4","0","0"
"11","24","5","0","0","3","3","0","3","0","0"
"11","24","6","0","0","1","2","0","1","0","0"
"11","24","7","0","0","0","2","0","0","0","0"
"11","24","8","241","46","1","2","147.142","2.962","64246.008","60386.152"
"11","24","9","204","105","3","2","230.706","7.882","104602.852","99763.82"
"11","24","10","495","113","6","2","457.823","17.398","200627.531","192971.734"
"11","24","11","615","109","9","2","578.773","24.321","247077.719","237813.297"
"11","24","12","928","63","10","2","748.637","30.096","310773.25","299042.125"
"11","24","13","904","61","10","2","688.604","29.091","285965.688","275231.156"
"11","24","14","358","113","9","1","349.01","21.485","149382.453","143315.188"
"11","24","15","723","42","7","1","366.814","18.402","150661.531","144557"
"11","24","16","401","18","5","1","130.967","8.876","49616.418","46081.609"
"11","24","17","0","0","5","0","0","5","0","0"
"11","24","18","0","0","5","0","0","5","0","0"
"11","24","19","0","0","4","0","0","4","0","0"
"11","24","20","0","0","3","1","0","3","0","0"
"11","24","21","0","0","2","1","0","2","0","0"
"11","24","22","0","0","0","1","0","0","0","0"
"11","24","23","0","0","0","1","0","0","0","0"
"11","25","0","0","0","0","1","0","0","0","0"
"11","25","1","0","0","0","1","0","0","0","0"
"11","25","2","0","0","0","1","0","0","0","0"
"11","25","3","0","0","-1","1","0","-1","0","0"
"11","25","4","0","0","0","1","0","0","0","0"
"11","25","5","0","0","0","1","0","0","0","0"
"11","25","6","0","0","0","1","0","0","0","0"
"11","25","7","0","0","0","1","0","0","0","0"
"11","25","8","0","18","0","1","17.046","-2.281","8261.721","5559.666"
"11","25","9","0","70","1","1","67.999","0.622","32559.445","29383.52"
"11","25","10","0","91","3","2","88.211","3.548","41716.293","38350.395"
"11","25","11","216","180","5","2","356.215","13.139","160674.359","154273.828"
"11","25","12","286","178","7","2","416.693","17.704","184108.078","176985.703"
"11","25","13","281","160","8","2","379.373","17.889","167043.328","160450.656"
"11","25","14","485","94","7","1","398.76","19.557","171518","164788.516"
"11","25","15","269","69","6","1","205.72","12.51","89036.172","84589.18"
"11","25","16","80","20","3","1","46.627","3.062","19865.568","16942.684"
"11","25","17","0","0","2","1","0","2","0","0"
"11","25","18","0","0","2","1","0","2","0","0"
"11","25","19","0","0","2","1","0","2","0","0"
"11","25","20","0","0","1","1","0","1","0","0"
"11","25","21","0","0","1","1","0","1","0","0"
"11","25","22","0","0","1","1","0","1","0","0"
"11","25","23","0","0","1","1","0","1","0","0"
"11","26","0","0","0","1","1","0","1","0","0"
"11","26","1","0","0","2","0","0","2","0","0"
"11","26","2","0","0","2","0","0","2","0","0"
"11","26","3","0","0","1","0","0","1","0","0"
"11","26","4","0","0","0","1","0","0","0","0"
"11","26","5","0","0","-1","1","0","-1","0","0"
"11","26","6","0","0","-2","1","0","-2","0","0"
"11","26","7","0","0","-2","2","0","-2","0","0"
"11","26","8","219","45","-1","3","137.633","0.516","60788.652","57007.051"
"11","26","9","590","73","0","3","396.477","8.364","176300","169422.672"
"11","26","10","407","125","1","3","414.222","10.501","187379.828","180153.422"
"11","26","11","622","105","3","3","576.079","16.433","254888.328","245337.656"
"11","26","12","488","141","4","3","527.047","16.662","233477.281","224700.469"
"11","26","13","319","153","4","4","395.942","12.315","178609.344","171660.016"
"11","26","14","220","125","3","4","275.64","8.352","125676.75","120278.266"
"11","26","15","133","75","2","4","142.966","4.116","65115.895","61236.211"
"11","26","16","0","17","0","4","16.116","-1.04","7770.973","5078.036"
"11","26","17","0","0","0","4","0","0","0","0"
"11","26","18","0","0","-1","4","0","-1","0","0"
"11","26","19","0","0","-1","4","0","-1","0","0"
"11","26","20","0","0","-1","4","0","-1","0","0"
"11","26","21","0","0","-2","4","0","-2","0","0"
"11","26","22","0","0","-2","4","0","-2","0","0"
"11","26","23","0","0","-2","4","0","-2","0","0"
"11","27","0","0","0","-3","4","0","-3","0","0"
"11","27","1","0","0","-3","3","0","-3","0","0"
"11","27","2","0","0","-3","3","0","-3","0","0"
"11","27","3","0","0","-3","3","0","-3","0","0"
"11","27","4","0","0","-3","2","0","-3","0","0"
"11","27","5","0","0","-3","2","0","-3","0","0"
"11","27","6","0","0","-3","2","0","-3","0","0"
"11","27","7","0","0","-2","2","0","-2","0","0"
"11","27","8","248","53","-1","2","156.513","1.226","68900.398","64933.793"
"11","27","9","0","18","0","2","17.044","-1.179","8222.861","5521.528"
"11","27","10","0","15","0","2","14.207","-1.809","6872.568","4196.277"
"11","27","11","0","19","1","2","18.006","-0.7","8669.808","5960.155"
"11","27","12","0","49","2","2","46.503","1.148","22217.189","19248.332"
"11","27","13","0","87","2","3","83.626","2.298","39759.09","36434.32"
"11","27","14","0","17","3","2","16.099","1.539","7678.946","4987.717"
"11","27","15","0","25","2","1","23.685","0.083","11366.583","8606.421"
"11","27","16","60","20","2","1","41.579","0.752","18210.422","15319.647"
"11","27","17","0","0","2","2","0","2","0","0"
"11","27","18","0","0","2","2","0","2","0","0"
"11","27","19","0","0","3","2","0","3","0","0"
"11","27","20","0","0","3","2","0","3","0","0"
"11","27","21","0","0","3","3","0","3","0","0"
"11","27","22","0","0","3","3","0","3","0","0"
"11","27","23","0","0","2","3","0","2","0","0"
"11","28","0","0","0","2","3","0","2","0","0"
"11","28","1","0","0","2","3","0","2","0","0"
"11","28","2","0","0","2","4","0","2","0","0"
"11","28","3","0","0","3","5","0","3","0","0"
"11","28","4","0","0","3","5","0","3","0","0"
"11","28","5","0","0","4","4","0","4","0","0"
"11","28","6","0","0","4","3","0","4","0","0"
"11","28","7","0","0","5","3","0","5","0","0"
"11","28","8","357","43","4","3","179.63","6.584","75555.594","71433.547"
"11","28","9","622","66","3","4","401.439","10.677","176217.688","169342.922"
"11","28","10","0","86","2","5","83.139","2.834","39437.355","36119.32"
"11","28","11","0","91","2","5","87.52","2.385","41595.102","38231.758"
"11","28","12","0","93","2","5","89.449","2.431","42503.496","39120.973"
"11","28","13","0","66","2","6","62.681","1.911","29849.898","26728.99"
"11","28","14","0","45","1","6","42.688","0.518","20449.098","17514.844"
"11","28","15","0","41","0","6","38.903","-0.58","18721.779","15821.106"
"11","28","16","0","28","0","6","29.48","-0.751","14197.503","11383.736"
"11","28","17","0","0","-2","6","0","-2","0","0"
"11","28","18","0","0","-4","6","0","-4","0","0"
"11","28","19","0","0","-5","6","0","-5","0","0"
"11","28","20","0","0","-6","6","0","-6","0","0"
"11","28","21","0","0","-7","6","0","-7","0","0"
"11","28","22","0","0","-7","6","0","-7","0","0"
"11","28","23","0","0","-8","6","0","-8","0","0"
"11","29","0","0","0","-8","6","0","-8","0","0"
"11","29","1","0","0","-8","6","0","-8","0","0"
"11","29","2","0","0","-8","6","0","-8","0","0"
"11","29","3","0","0","-8","6","0","-8","0","0"
"11","29","4","0","0","-8","5","0","-8","0","0"
"11","29","5","0","0","-8","5","0","-8","0","0"
"11","29","6","0","0","-8","5","0","-8","0","0"
"11","29","7","0","0","-9","5","0","-9","0","0"
"11","29","8","99","43","-9","5","88.904","-8.751","41781.504","38414.23"
"11","29","9","216","97","-8","6","225.132","-5.242","107512.227","102597.93"
"11","29","10","452","113","-8","6","425.161","-1.53","202128.406","194423.156"
"11","29","11","541","121","-7","6","529.697","1.58","250112.484","240737.391"
"11","29","12","885","72","-7","6","725.181","5.165","336965.313","324132.313"
"11","29","13","864","68","-7","6","667.953","4.414","310007.844","298308.156"
"11","29","14","798","61","-7","6","536.225","2.015","247639.188","238354.344"
"11","29","15","72","73","-7","6","115.12","-5.593","55241.07","51583.176"
"11","29","16","280","19","-7","6","102.982","-6.364","42662","39276.125"
"11","29","17","0","0","-8","5","0","-8","0","0"
"11","29","18","0","0","-9","5","0","-9","0","0"
"11","29","19","0","0","-9","5","0","-9","0","0"
"11","29","20","0","0","-10","5","0","-10","0","0"
"11","29","21","0","0","-11","5","0","-11","0","0"
"11","29","22","0","0","-12","5","0","-12","0","0"
"11","29","23","0","0","-12","4","0","-12","0","0"
"11","30","0","0","0","-13","3","0","-13","0","0"
"11","30","1","0","0","-13","2","0","-13","0","0"
"11","30","2","0","0","-13","2","0","-13","0","0"
"11","30","3","0","0","-13","3","0","-13","0","0"
"11","30","4","0","0","-14","3","0","-14","0","0"
"11","30","5","0","0","-14","2","0","-14","0","0"
"11","30","6","0","0","-14","2","0","-14","0","0"
"11","30","7","0","0","-14","2","0","-14","0","0"
"11","30","8","181","41","-13","3","118.832","-11.95","55308.484","51649.098"
"11","30","9","749","53","-12","4","442.883","-3.511","205482.422","197666"
"11","30","10","851","62","-10","3","611.467","4.74","281572.219","271009.406"
"11","30","11","898","65","-8","3","704.945","9.422","320955.813","308802.375"
"11","30","12","909","66","-7","3","727.898","11.194","329329.688","316823.188"
"11","30","13","891","62","-6","2","672.543","13.325","300063.5","288768.219"
