Wall time,Step,Value
1686564692.7176933,80132,-34.8424072265625
1686564931.0956898,80228,-46.98424530029297
1686565165.912869,80324,-54.742820739746094
1686565396.7008622,80420,-42.92116928100586
1686565632.462063,80516,-41.6071891784668
1686565872.570963,80612,-40.92964172363281
1686566110.9430397,80708,-65.27484893798828
1686566343.612752,80804,-71.16767883300781
1686566578.521143,80900,-59.62423324584961
1686566815.991839,80996,-47.87834548950195
1686567051.0659804,81092,-57.82822036743164
1686567282.851058,81188,-37.79769515991211
1686567518.2471876,81284,-39.85847091674805
1686567755.7449403,81380,-49.69326400756836
1686567985.0902913,81476,-68.96131896972656
1686568216.2157066,81572,-66.7194595336914
1686568453.5601087,81668,-55.66838836669922
1686568692.4515815,81764,-42.01724624633789
1686568929.3248699,81860,-71.17762756347656
1686569156.6685035,81956,-45.59681701660156
1686569390.9416275,82052,-55.58043670654297
1686569625.9028912,82148,-48.42338562011719
1686569858.451574,82244,-54.00533676147461
1686570085.6160924,82340,-71.1281967163086
1686570322.509447,82436,-42.23518753051758
1686570556.1166043,82532,-65.46685028076172
1686570793.0109086,82628,-54.27176284790039
1686571028.4685695,82724,-61.84333419799805
1686571263.4592032,82820,-47.84367752075195
1686571500.0894763,82916,-55.674678802490234
1686571736.4322975,83012,-52.89433670043945
1686571971.4551816,83108,-38.17675018310547
1686572201.925167,83204,-65.69302368164062
1686572433.4634743,83300,-63.096763610839844
1686572674.85334,83396,-39.481143951416016
1686572915.7170079,83492,-44.00983428955078
1686573148.241155,83588,-73.82286071777344
1686573383.810784,83684,-43.39848327636719
1686573614.9204571,83780,-62.131587982177734
1686573849.7805538,83876,-39.834407806396484
1686574085.7236452,83972,-74.28448486328125
1686574315.55195,84068,-51.39513397216797
1686574558.8625867,84164,-26.848217010498047
1686574801.7309043,84260,-44.04782485961914
1686575033.815874,84356,-35.30033874511719
1686575265.4028065,84452,-48.68661117553711
1686575499.974143,84548,-64.02393341064453
1686575735.1964862,84644,-61.65266799926758
1686575971.318927,84740,-42.84398651123047
1686576208.0410047,84836,-36.47230529785156
1686576442.7000258,84932,-45.706417083740234
1686576675.0976608,85028,-50.16176986694336
1686576910.4296083,85124,-47.75151062011719
1686577145.4413772,85220,-28.374753952026367
1686577380.1464407,85316,-50.812034606933594
1686577615.2364914,85412,-38.45172119140625
1686577850.3916936,85508,-44.08228302001953
1686578085.773969,85604,-58.823638916015625
1686578321.4316332,85700,-28.47174835205078
1686578555.892447,85796,-52.1236457824707
1686578792.7102327,85892,-38.42763137817383
1686579025.1803448,85988,-67.79864501953125
1686579260.1239429,86084,-52.131011962890625
1686579495.90646,86180,-33.00115966796875
1686579734.3337703,86276,-39.35472869873047
1686579967.4053552,86372,-59.404212951660156
1686580203.2030084,86468,-48.806182861328125
1686580439.1440108,86564,-33.524940490722656
1686580672.932058,86660,-65.79798126220703
1686580910.3002834,86756,-52.6011962890625
1686581143.6488664,86852,-42.36221694946289
1686581377.6305754,86948,-84.91305541992188
1686581611.648399,87044,-58.70921325683594
1686581844.603855,87140,-51.92588806152344
1686582078.4751725,87236,-68.7389907836914
1686582312.9798372,87332,-39.43392562866211
1686582543.2252638,87428,-64.97348022460938
1686582775.5756001,87524,-50.676605224609375
1686583008.572592,87620,-79.61003112792969
1686583248.3228116,87716,-37.60698318481445
1686583483.4204876,87812,-48.76131820678711
1686583718.9532197,87908,-31.76622772216797
1686583954.2753584,88004,-59.49174118041992
1686584168.6017902,88091,-46.79375457763672
1686584404.277383,88187,-30.094175338745117
1686584639.0962176,88283,-52.821720123291016
1686584870.24001,88379,-47.58449935913086
1686585104.9054239,88475,-41.98065948486328
1686585339.8776073,88571,-38.40372085571289
1686585574.9016607,88667,-54.62580108642578
1686585809.8842678,88763,-43.667510986328125
1686586044.090499,88859,-34.78909683227539
1686586276.0808594,88955,-42.864322662353516
1686586511.136344,89051,-42.71810531616211
1686586748.5432796,89147,-57.108604431152344
1686586985.584918,89243,-49.725677490234375
1686587223.0629826,89339,-42.50139236450195
1686587458.838019,89435,-52.759525299072266
1686587695.5541022,89531,-63.50206756591797
1686587933.2237403,89627,-44.15617370605469
1686588172.403466,89723,-32.61000061035156
1686588413.8335652,89819,-40.61356735229492
1686588654.819274,89915,-51.996585845947266
1686588892.9675636,90011,-56.03230667114258
1686589137.255274,90107,-58.97873306274414
