Wall time,Step,Value
1686465841.509106,40109,-79.50202941894531
1686466073.2312858,40205,-87.95587158203125
1686466306.0050778,40301,-106.99436950683594
1686466543.2536814,40397,-93.45692443847656
1686466775.0802805,40493,-118.44293975830078
1686467008.6265213,40589,-103.1842269897461
1686467242.9255412,40685,-84.17598724365234
1686467479.68011,40781,-85.10540771484375
1686467715.7513688,40877,-61.6712760925293
1686467949.6446538,40973,-92.79292297363281
1686468185.4029207,41069,-112.693359375
1686468420.5417614,41165,-106.87540435791016
1686468656.890172,41261,-79.42169952392578
1686468892.7303498,41357,-70.22904968261719
1686469132.7365184,41453,-105.70616912841797
1686469364.6299474,41549,-85.80618286132812
1686469601.4253528,41645,-86.52686309814453
1686469837.4626162,41741,-74.1573486328125
1686470072.8723733,41837,-74.06591033935547
1686470306.8801,41933,-83.13358306884766
1686470537.1830337,42029,-93.19474792480469
1686470768.9882674,42125,-70.76421356201172
1686471001.816075,42221,-70.84931182861328
1686471236.7101943,42317,-63.415138244628906
1686471469.9772406,42413,-71.5110855102539
1686471705.8120356,42509,-72.4861068725586
1686471936.5308192,42605,-77.81061553955078
1686472172.4428136,42701,-78.05170440673828
1686472408.213936,42797,-67.28579711914062
1686472643.9907002,42893,-89.03437042236328
1686472878.9767637,42989,-59.235652923583984
1686473112.8155785,43085,-51.07603073120117
1686473349.4876645,43181,-89.25542449951172
1686473583.0942662,43277,-75.12360382080078
1686473819.5241437,43373,-74.41687774658203
1686474055.646984,43469,-77.06908416748047
1686474290.418046,43565,-66.8580093383789
1686474526.7307594,43661,-86.09347534179688
1686474754.4184563,43757,-94.34845733642578
1686474989.0746899,43853,-48.74445724487305
1686475223.8608134,43949,-61.68136978149414
1686475458.904355,44045,-33.79670333862305
1686475693.011377,44141,-71.3184814453125
1686475928.244025,44237,-75.58406829833984
1686476162.6127903,44333,-68.41712188720703
1686476405.173735,44429,-97.34403228759766
1686476646.09436,44525,-80.80364990234375
1686476882.0666668,44621,-88.71746063232422
1686477117.9749436,44717,-92.77794647216797
1686477358.4735093,44813,-40.99522018432617
1686477595.639141,44909,-65.9449462890625
1686477831.5139058,45005,-54.1848030090332
1686478068.4497888,45101,-54.687801361083984
1686478304.335493,45197,-65.27178192138672
1686478542.2581909,45293,-55.74038314819336
1686478777.6790068,45389,-67.26685333251953
1686479013.2413423,45485,-61.591041564941406
1686479249.4833746,45581,-74.91809844970703
1686479487.0345256,45677,-74.22128295898438
1686479720.0887194,45773,-69.86648559570312
1686479959.3359993,45869,-63.50996398925781
1686480198.3197029,45965,-79.59056854248047
1686480433.0162587,46061,-62.68623733520508
1686480669.32143,46157,-61.11688232421875
1686480897.7795587,46253,-63.9678840637207
1686481134.2852674,46349,-90.9793701171875
1686481369.6110127,46445,-79.48031616210938
1686481610.0562468,46541,-71.13338470458984
1686481849.091099,46637,-71.39307403564453
1686482095.6754906,46733,-55.36537551879883
1686482340.9662182,46829,-64.6827163696289
1686482580.5820553,46925,-48.34553146362305
1686482817.675481,47021,-66.21703338623047
1686483058.3790393,47117,-77.79763793945312
1686483294.3539624,47213,-57.90016174316406
1686483531.2718904,47309,-68.38726043701172
1686483768.2333832,47405,-69.3619613647461
1686484000.5308688,47501,-79.12267303466797
1686484236.4523072,47597,-57.056007385253906
1686484471.4140892,47693,-72.82453155517578
1686484708.0145152,47789,-77.06006622314453
1686484943.6305149,47885,-70.10427856445312
1686485177.649882,47981,-64.7861328125
1686485413.9267125,48077,-74.45314025878906
1686485649.2052746,48173,-90.27080535888672
1686485882.9691842,48269,-67.81488037109375
1686486115.5605385,48365,-72.41878509521484
1686486364.8614213,48461,-76.88909912109375
1686486606.1295729,48557,-79.29466247558594
1686486844.340895,48653,-71.90345001220703
1686487079.3518639,48749,-90.32428741455078
1686487312.9632266,48845,-89.07701110839844
1686487554.822543,48941,-78.32736206054688
1686487790.645161,49037,-63.14033889770508
1686488030.2300465,49133,-60.935176849365234
1686488275.0542922,49229,-70.0507583618164
1686488509.436593,49325,-55.77476119995117
1686488744.4383564,49421,-63.001319885253906
1686488980.4756076,49517,-70.29430389404297
1686489216.8365242,49613,-57.057003021240234
1686489451.3514352,49709,-53.9619026184082
1686489687.3434935,49805,-61.38512420654297
1686489923.1408327,49901,-59.05500793457031
1686490163.4188645,49997,-66.42023468017578
